id,profession,image_link,internal_id,name,learned_from,skill_required,action,result,armor_class,item_quality,item_slot
674,Engineering,imgs/Engineering/id16006.png,id16006,Delicate Arcanite Converter,recipe,285,Delicate Arcanite Converter,1,Parts,Common,
675,Engineering,imgs/Engineering/id15997.png,id15997,Thorium Shells,recipe,285,Thorium Shells,200,Bullet,Uncommon,
676,Engineering,imgs/Engineering/id16008.png,id16008,Master Engineer's Goggles,recipe,290,Master Engineer's Goggles,1,Cloth,Uncommon,Head
677,Engineering,imgs/Engineering/id10579.png,id10579,Explosive Arrow,trainer,0,,100,None,Common,
678,Engineering,imgs/Engineering/id10580.png,id10580,"Goblin ""Boom"" Box",trainer,0,,1,None,Common,
679,Engineering,imgs/Engineering/id10585.png,id10585,Goblin Radio,trainer,0,,1,None,Common,
680,Engineering,imgs/Engineering/id10719.png,id10719,Mobile Alarm,trainer,0,,1,None,Common,
681,Engineering,imgs/Engineering/id10723.png,id10723,Gnomish Ham Radio,trainer,0,,1,None,Common,
682,Leatherworking,imgs/Leatherworking/id2302.png,id2302,Handstitched Leather Boots,trainer,1,Handstitched Leather Boots,1,Leather,Common,Feet
683,Leatherworking,imgs/Leatherworking/id2318.png,id2318,Light Leather,trainer,1,Light Leather,1,Trade Goods,Common,
684,Leatherworking,imgs/Leatherworking/id5957.png,id5957,Handstitched Leather Vest,trainer,1,Handstitched Leather Vest,1,Leather,Common,Chest
685,Leatherworking,imgs/Leatherworking/id7276.png,id7276,Handstitched Leather Cloak,trainer,1,Handstitched Leather Cloak,1,Cloth,Common,Back
686,Leatherworking,imgs/Leatherworking/id7277.png,id7277,Handstitched Leather Bracers,trainer,1,Handstitched Leather Bracers,1,Leather,Common,Wrist
687,Leatherworking,imgs/Leatherworking/id2303.png,id2303,Handstitched Leather Pants,trainer,15,Handstitched Leather Pants,1,Leather,Common,Legs
688,Leatherworking,imgs/Leatherworking/id4237.png,id4237,Handstitched Leather Belt,trainer,25,Handstitched Leather Belt,1,Leather,Common,Waist
689,Leatherworking,imgs/Leatherworking/id4231.png,id4231,Cured Light Hide,trainer,35,Cured Light Hide,1,Trade Goods,Common,
690,Leatherworking,imgs/Leatherworking/id7280.png,id7280,Rugged Leather Pants,recipe,35,Rugged Leather Pants,1,Leather,Uncommon,Legs
691,Leatherworking,imgs/Leatherworking/id5081.png,id5081,Kodo Hide Bag,recipe,40,Kodo Hide Bag,1,Container,Common,
692,Leatherworking,imgs/Leatherworking/id2300.png,id2300,Embossed Leather Vest,trainer,40,Embossed Leather Vest,1,Leather,Uncommon,Chest
693,Leatherworking,imgs/Leatherworking/id4239.png,id4239,Embossed Leather Gloves,trainer,55,Embossed Leather Gloves,1,Leather,Common,Hands
694,Leatherworking,imgs/Leatherworking/id2309.png,id2309,Embossed Leather Boots,trainer,55,Embossed Leather Boots,1,Leather,Uncommon,Feet
695,Leatherworking,imgs/Leatherworking/id2310.png,id2310,Embossed Leather Cloak,trainer,60,Embossed Leather Cloak,1,Cloth,Common,Back
696,Leatherworking,imgs/Leatherworking/id2311.png,id2311,White Leather Jerkin,recipe,60,White Leather Jerkin,1,Leather,Common,Chest
697,Leatherworking,imgs/Leatherworking/id4242.png,id4242,Embossed Leather Pants,trainer,75,Embossed Leather Pants,1,Leather,Uncommon,Legs
698,Leatherworking,imgs/Leatherworking/id2312.png,id2312,Fine Leather Gloves,recipe,75,Fine Leather Gloves,1,Leather,Uncommon,Hands
699,Leatherworking,imgs/Leatherworking/id4246.png,id4246,Fine Leather Belt,trainer,80,Fine Leather Belt,1,Leather,Common,Waist
700,Leatherworking,imgs/Leatherworking/id2308.png,id2308,Fine Leather Cloak,trainer,85,Fine Leather Cloak,1,Cloth,Uncommon,Back
701,Leatherworking,imgs/Leatherworking/id4243.png,id4243,Fine Leather Tunic,trainer,85,Fine Leather Tunic,1,Leather,Uncommon,Chest
702,Leatherworking,imgs/Leatherworking/id5780.png,id5780,Murloc Scale Belt,recipe,90,Murloc Scale Belt,1,Leather,Uncommon,Waist
703,Leatherworking,imgs/Leatherworking/id6466.png,id6466,Deviate Scale Cloak,recipe,90,Deviate Scale Cloak,1,Cloth,Uncommon,Back
704,Leatherworking,imgs/Leatherworking/id6709.png,id6709,Moonglow Vest,recipe,90,Moonglow Vest,1,Leather,Uncommon,Chest
705,Leatherworking,imgs/Leatherworking/id2307.png,id2307,Fine Leather Boots,recipe,90,Fine Leather Boots,1,Leather,Common,Feet
706,Leatherworking,imgs/Leatherworking/id7281.png,id7281,Light Leather Bracers,trainer,91,Light Leather Bracers,1,Leather,Common,Wrist
707,Leatherworking,imgs/Leatherworking/id5781.png,id5781,Murloc Scale Breastplate,recipe,95,Murloc Scale Breastplate,1,Leather,Uncommon,Chest
708,Leatherworking,imgs/Leatherworking/id7282.png,id7282,Light Leather Pants,trainer,95,Light Leather Pants,1,Leather,Uncommon,Legs
709,Leatherworking,imgs/Leatherworking/id4244.png,id4244,Hillman's Leather Vest,recipe,100,Hillman's Leather Vest,1,Leather,Uncommon,Chest
710,Leatherworking,imgs/Leatherworking/id4233.png,id4233,Cured Medium Hide,trainer,100,Cured Medium Hide,1,Trade Goods,Common,
711,Leatherworking,imgs/Leatherworking/id7283.png,id7283,Black Whelp Cloak,recipe,100,Black Whelp Cloak,1,Cloth,Uncommon,Back
712,Leatherworking,imgs/Leatherworking/id2319.png,id2319,Medium Leather,trainer,100,Medium Leather,1,Trade Goods,Common,
713,Leatherworking,imgs/Leatherworking/id20575.png,id20575,Black Whelp Tunic,recipe,100,Black Whelp Tunic,1,Leather,Uncommon,Chest
714,Leatherworking,imgs/Leatherworking/id2315.png,id2315,Dark Leather Boots,trainer,100,Dark Leather Boots,1,Leather,Common,Feet
715,Leatherworking,imgs/Leatherworking/id2317.png,id2317,Dark Leather Tunic,recipe,100,Dark Leather Tunic,1,Leather,Uncommon,Chest
716,Leatherworking,imgs/Leatherworking/id5958.png,id5958,Fine Leather Pants,recipe,105,Fine Leather Pants,1,Leather,Uncommon,Legs
717,Leatherworking,imgs/Leatherworking/id6467.png,id6467,Deviate Scale Gloves,recipe,105,Deviate Scale Gloves,1,Leather,Uncommon,Hands
718,Leatherworking,imgs/Leatherworking/id2316.png,id2316,Dark Leather Cloak,trainer,110,Dark Leather Cloak,1,Cloth,Common,Back
719,Leatherworking,imgs/Leatherworking/id5961.png,id5961,Dark Leather Pants,trainer,115,Dark Leather Pants,1,Leather,Uncommon,Legs
720,Leatherworking,imgs/Leatherworking/id6468.png,id6468,Deviate Scale Belt,recipe,115,Deviate Scale Belt,1,Leather,Rare,Waist
721,Leatherworking,imgs/Leatherworking/id4250.png,id4250,Hillman's Belt,recipe,120,Hillman's Belt,1,Leather,Uncommon,Waist
722,Leatherworking,imgs/Leatherworking/id7285.png,id7285,Nimble Leather Gloves,trainer,120,Nimble Leather Gloves,1,Leather,Uncommon,Hands
723,Leatherworking,imgs/Leatherworking/id2314.png,id2314,Toughened Leather Armor,trainer,120,Toughened Leather Armor,1,Leather,Common,Chest
724,Leatherworking,imgs/Leatherworking/id4249.png,id4249,Dark Leather Belt,trainer,125,Dark Leather Belt,1,Leather,Uncommon,Waist
725,Leatherworking,imgs/Leatherworking/id4251.png,id4251,Hillman's Shoulders,trainer,130,Hillman's Shoulders,1,Leather,Uncommon,Shoulder
726,Leatherworking,imgs/Leatherworking/id4253.png,id4253,Toughened Leather Gloves,trainer,135,Toughened Leather Gloves,1,Leather,Rare,Hands
727,Leatherworking,imgs/Leatherworking/id7352.png,id7352,Earthen Leather Shoulders,recipe,135,Earthen Leather Shoulders,1,Leather,Uncommon,Shoulder
728,Leatherworking,imgs/Leatherworking/id4252.png,id4252,Dark Leather Shoulders,recipe,140,Dark Leather Shoulders,1,Leather,Uncommon,Shoulder
729,Leatherworking,imgs/Leatherworking/id7358.png,id7358,Pilferer's Gloves,recipe,140,Pilferer's Gloves,1,Leather,Uncommon,Hands
730,Leatherworking,imgs/Leatherworking/id4247.png,id4247,Hillman's Leather Gloves,trainer,145,Hillman's Leather Gloves,1,Leather,Uncommon,Hands
731,Leatherworking,imgs/Leatherworking/id3719.png,id3719,Hillman's Cloak,trainer,150,Hillman's Cloak,1,Cloth,Common,Back
732,Leatherworking,imgs/Leatherworking/id4254.png,id4254,Barbaric Gloves,recipe,150,Barbaric Gloves,1,Leather,Uncommon,Hands
733,Leatherworking,imgs/Leatherworking/id4236.png,id4236,Cured Heavy Hide,trainer,150,Cured Heavy Hide,1,Trade Goods,Common,
734,Leatherworking,imgs/Leatherworking/id4234.png,id4234,Heavy Leather,trainer,150,Heavy Leather,1,Trade Goods,Common,
735,Leatherworking,imgs/Leatherworking/id4255.png,id4255,Green Leather Armor,recipe,155,Green Leather Armor,1,Leather,Uncommon,Chest
736,Leatherworking,imgs/Leatherworking/id18948.png,id18948,Barbaric Bracers,recipe,155,Barbaric Bracers,1,Leather,Rare,Wrist
737,Leatherworking,imgs/Leatherworking/id4257.png,id4257,Green Leather Belt,trainer,160,Green Leather Belt,1,Leather,Uncommon,Waist
738,Leatherworking,imgs/Leatherworking/id5962.png,id5962,Guardian Pants,trainer,160,Guardian Pants,1,Leather,Uncommon,Legs
739,Leatherworking,imgs/Leatherworking/id4456.png,id4456,Raptor Hide Belt,recipe,165,Raptor Hide Belt,1,Leather,Uncommon,Waist
740,Leatherworking,imgs/Leatherworking/id4455.png,id4455,Raptor Hide Harness,recipe,165,Raptor Hide Harness,1,Leather,Uncommon,Chest
741,Leatherworking,imgs/Leatherworking/id7373.png,id7373,Dusky Leather Leggings,recipe,165,Dusky Leather Leggings,1,Leather,Uncommon,Legs
742,Leatherworking,imgs/Leatherworking/id4258.png,id4258,Guardian Belt,recipe,170,Guardian Belt,1,Leather,Uncommon,Waist
743,Leatherworking,imgs/Leatherworking/id5782.png,id5782,Thick Murloc Armor,recipe,170,Thick Murloc Armor,1,Leather,Uncommon,Chest
744,Leatherworking,imgs/Leatherworking/id5963.png,id5963,Barbaric Leggings,recipe,170,Barbaric Leggings,1,Leather,Uncommon,Legs
745,Leatherworking,imgs/Leatherworking/id4256.png,id4256,Guardian Armor,recipe,175,Guardian Armor,1,Leather,Uncommon,Chest
746,Leatherworking,imgs/Leatherworking/id5964.png,id5964,Barbaric Shoulders,trainer,175,Barbaric Shoulders,1,Leather,Uncommon,Shoulder
747,Leatherworking,imgs/Leatherworking/id7374.png,id7374,Dusky Leather Armor,trainer,175,Dusky Leather Armor,1,Leather,Uncommon,Chest
748,Leatherworking,imgs/Leatherworking/id4259.png,id4259,Green Leather Bracers,trainer,180,Green Leather Bracers,1,Leather,Uncommon,Wrist
749,Leatherworking,imgs/Leatherworking/id5965.png,id5965,Guardian Cloak,recipe,185,Guardian Cloak,1,Cloth,Uncommon,Back
750,Leatherworking,imgs/Leatherworking/id7378.png,id7378,Dusky Bracers,trainer,185,Dusky Bracers,1,Leather,Uncommon,Wrist
751,Leatherworking,imgs/Leatherworking/id5739.png,id5739,Barbaric Harness,trainer,190,Barbaric Harness,1,Leather,Common,Chest
752,Leatherworking,imgs/Leatherworking/id5783.png,id5783,Murloc Scale Bracers,recipe,190,Murloc Scale Bracers,1,Leather,Uncommon,Wrist
753,Leatherworking,imgs/Leatherworking/id5966.png,id5966,Guardian Gloves,trainer,190,Guardian Gloves,1,Leather,Common,Hands
754,Leatherworking,imgs/Leatherworking/id7386.png,id7386,Green Whelp Bracers,recipe,190,Green Whelp Bracers,1,Leather,Uncommon,Wrist
755,Leatherworking,imgs/Leatherworking/id4260.png,id4260,Guardian Leather Bracers,recipe,195,Guardian Leather Bracers,1,Leather,Uncommon,Wrist
756,Leatherworking,imgs/Leatherworking/id7387.png,id7387,Dusky Belt,trainer,195,Dusky Belt,1,Leather,Uncommon,Waist
757,Leatherworking,imgs/Leatherworking/id7390.png,id7390,Dusky Boots,recipe,200,Dusky Boots,1,Leather,Uncommon,Feet
758,Leatherworking,imgs/Leatherworking/id8172.png,id8172,Cured Thick Hide,trainer,200,Cured Thick Hide,1,Trade Goods,Common,
759,Leatherworking,imgs/Leatherworking/id8174.png,id8174,Comfortable Leather Hat,recipe,200,Comfortable Leather Hat,1,Leather,Uncommon,Head
760,Leatherworking,imgs/Leatherworking/id4304.png,id4304,Thick Leather,trainer,200,Thick Leather,1,Trade Goods,Common,
761,Leatherworking,imgs/Leatherworking/id8175.png,id8175,Nightscape Tunic,trainer,205,Nightscape Tunic,1,Leather,Uncommon,Chest
762,Leatherworking,imgs/Leatherworking/id8176.png,id8176,Nightscape Headband,trainer,205,Nightscape Headband,1,Leather,Uncommon,Head
763,Leatherworking,imgs/Leatherworking/id8187.png,id8187,Turtle Scale Gloves,recipe,205,Turtle Scale Gloves,1,Mail,Uncommon,Hands
764,Leatherworking,imgs/Leatherworking/id8189.png,id8189,Turtle Scale Breastplate,trainer,210,Turtle Scale Breastplate,1,Mail,Uncommon,Chest
765,Leatherworking,imgs/Leatherworking/id8192.png,id8192,Nightscape Shoulders,recipe,210,Nightscape Shoulders,1,Leather,Uncommon,Shoulder
766,Leatherworking,imgs/Leatherworking/id8198.png,id8198,Turtle Scale Bracers,trainer,210,Turtle Scale Bracers,1,Mail,Uncommon,Wrist
767,Leatherworking,imgs/Leatherworking/id8200.png,id8200,Big Voodoo Robe,recipe,215,Big Voodoo Robe,1,Leather,Uncommon,
768,Leatherworking,imgs/Leatherworking/id8203.png,id8203,Tough Scorpid Breastplate,recipe,220,Tough Scorpid Breastplate,1,Mail,Uncommon,Chest
769,Leatherworking,imgs/Leatherworking/id8210.png,id8210,Wild Leather Shoulders,recipe,220,Wild Leather Shoulders of ...,1,Leather,Uncommon,Shoulder
770,Leatherworking,imgs/Leatherworking/id8201.png,id8201,Big Voodoo Mask,recipe,220,Big Voodoo Mask,1,Leather,Uncommon,Head
771,Leatherworking,imgs/Leatherworking/id8205.png,id8205,Tough Scorpid Bracers,recipe,220,Tough Scorpid Bracers,1,Mail,Uncommon,Wrist
772,Leatherworking,imgs/Leatherworking/id8204.png,id8204,Tough Scorpid Gloves,recipe,225,Tough Scorpid Gloves,1,Mail,Uncommon,Hands
773,Leatherworking,imgs/Leatherworking/id8211.png,id8211,Wild Leather Vest,recipe,225,Wild Leather Vest of ...,1,Leather,Uncommon,Chest
774,Leatherworking,imgs/Leatherworking/id8214.png,id8214,Wild Leather Helmet,recipe,225,Wild Leather Helmet of ...,1,Leather,Uncommon,Head
775,Leatherworking,imgs/Leatherworking/id8193.png,id8193,Nightscape Pants,trainer,230,Nightscape Pants,1,Leather,Uncommon,Legs
776,Leatherworking,imgs/Leatherworking/id8191.png,id8191,Turtle Scale Helm,trainer,230,Turtle Scale Helm,1,Mail,Uncommon,Head
777,Leatherworking,imgs/Leatherworking/id8209.png,id8209,Tough Scorpid Boots,recipe,235,Tough Scorpid Boots,1,Mail,Uncommon,Feet
778,Leatherworking,imgs/Leatherworking/id8185.png,id8185,Turtle Scale Leggings,trainer,235,Turtle Scale Leggings,1,Mail,Uncommon,Legs
779,Leatherworking,imgs/Leatherworking/id8202.png,id8202,Big Voodoo Pants,recipe,240,Big Voodoo Pants,1,Leather,Uncommon,Legs
780,Leatherworking,imgs/Leatherworking/id8216.png,id8216,Big Voodoo Cloak,recipe,240,Big Voodoo Cloak,1,Cloth,Uncommon,Back
781,Leatherworking,imgs/Leatherworking/id8207.png,id8207,Tough Scorpid Shoulders,recipe,240,Tough Scorpid Shoulders,1,Mail,Uncommon,Shoulder
782,Leatherworking,imgs/Leatherworking/id8213.png,id8213,Wild Leather Boots,recipe,245,Wild Leather Boots of ...,1,Leather,Uncommon,Feet
783,Leatherworking,imgs/Leatherworking/id8206.png,id8206,Tough Scorpid Leggings,recipe,245,Tough Scorpid Leggings,1,Mail,Uncommon,Legs
784,Leatherworking,imgs/Leatherworking/id8208.png,id8208,Tough Scorpid Helm,recipe,250,Tough Scorpid Helm,1,Mail,Uncommon,Head
785,Leatherworking,imgs/Leatherworking/id8212.png,id8212,Wild Leather Leggings,recipe,250,Wild Leather Leggings of ...,1,Leather,Uncommon,Legs
786,Leatherworking,imgs/Leatherworking/id8215.png,id8215,Wild Leather Cloak,recipe,250,Wild Leather Cloak of ...,1,Cloth,Uncommon,Back
787,Leatherworking,imgs/Leatherworking/id15407.png,id15407,Cured Rugged Hide,trainer,250,Cured Rugged Hide,1,Trade Goods,Common,
788,Leatherworking,imgs/Leatherworking/id8170.png,id8170,Rugged Leather,trainer,250,Rugged Leather,1,Trade Goods,Common,
789,Leatherworking,imgs/Leatherworking/id15077.png,id15077,Heavy Scorpid Bracers,recipe,255,Heavy Scorpid Bracers,1,Mail,Uncommon,Wrist
790,Leatherworking,imgs/Leatherworking/id15083.png,id15083,Wicked Leather Gauntlets,recipe,260,Wicked Leather Gauntlets,1,Leather,Uncommon,Hands
791,Leatherworking,imgs/Leatherworking/id15076.png,id15076,Heavy Scorpid Vest,recipe,265,Heavy Scorpid Vest,1,Mail,Uncommon,Chest
792,Leatherworking,imgs/Leatherworking/id15084.png,id15084,Wicked Leather Bracers,recipe,265,Wicked Leather Bracers,1,Leather,Uncommon,Wrist
793,Leatherworking,imgs/Leatherworking/id15091.png,id15091,Runic Leather Gauntlets,recipe,270,Runic Leather Gauntlets,1,Leather,Uncommon,Hands
794,Leatherworking,imgs/Leatherworking/id15078.png,id15078,Heavy Scorpid Gauntlets,recipe,275,Heavy Scorpid Gauntlet,1,Mail,Uncommon,Hands
795,Leatherworking,imgs/Leatherworking/id15092.png,id15092,Runic Leather Bracers,recipe,275,Runic Leather Bracers,1,Leather,Uncommon,Wrist
796,Leatherworking,imgs/Leatherworking/id15082.png,id15082,Heavy Scorpid Belt,recipe,280,Heavy Scorpid Belt,1,Mail,Uncommon,Waist
797,Leatherworking,imgs/Leatherworking/id15086.png,id15086,Wicked Leather Headband,recipe,280,Wicked Leather Headband,1,Leather,Uncommon,Head
798,Leatherworking,imgs/Leatherworking/id15093.png,id15093,Runic Leather Belt,recipe,280,Runic Leather Belt,1,Leather,Uncommon,Waist
799,Leatherworking,imgs/Leatherworking/id15079.png,id15079,Heavy Scorpid Leggings,recipe,285,Heavy Scorpid Leggings,1,Mail,Uncommon,Legs
800,Leatherworking,imgs/Leatherworking/id15094.png,id15094,Runic Leather Headband,recipe,290,Runic Leather Headband,1,Leather,Uncommon,Head
801,Leatherworking,imgs/Leatherworking/id15087.png,id15087,Wicked Leather Pants,recipe,290,Wicked Leather Pants,1,Leather,Uncommon,Legs
802,Leatherworking,imgs/Leatherworking/id19044.png,id19044,Might of the Timbermaw,recipe,290,Might of the Timbermaw,1,Leather,Rare,Waist
803,Leatherworking,imgs/Leatherworking/id15080.png,id15080,Heavy Scorpid Helm,recipe,295,Heavy Scorpid Helm,1,Mail,Uncommon,Head
804,Leatherworking,imgs/Leatherworking/id15095.png,id15095,Runic Leather Pants,recipe,300,Runic Leather Pants,1,Leather,Uncommon,Legs
805,Leatherworking,imgs/Leatherworking/id15088.png,id15088,Wicked Leather Belt,recipe,300,Wicked Leather Belt,1,Leather,Uncommon,Waist
806,Leatherworking,imgs/Leatherworking/id15081.png,id15081,Heavy Scorpid Shoulders,recipe,300,Heavy Scorpid Shoulders,1,Mail,Uncommon,Shoulder
807,Leatherworking,imgs/Leatherworking/id15090.png,id15090,Runic Leather Armor,recipe,300,Runic Leather Armor,1,Leather,Uncommon,Chest
808,Leatherworking,imgs/Leatherworking/id15085.png,id15085,Wicked Leather Armor,recipe,300,Wicked Leather Armor,1,Leather,Uncommon,Chest
809,Leatherworking,imgs/Leatherworking/id15096.png,id15096,Runic Leather Shoulders,recipe,300,Runic Leather Shoulders,1,Leather,Uncommon,Shoulder
810,Leatherworking,imgs/Leatherworking/id18504.png,id18504,Girdle of Insight,recipe,300,Girdle of Insight,1,Leather,Rare,Waist
811,Leatherworking,imgs/Leatherworking/id18506.png,id18506,Mongoose Boots,recipe,300,Mongoose Boots,1,Leather,Rare,Feet
812,Leatherworking,imgs/Leatherworking/id19049.png,id19049,Timbermaw Brawlers,recipe,300,Timbermaw Brawlers,1,Leather,Rare,Hands
813,Leatherworking,imgs/Leatherworking/id19149.png,id19149,Lava Belt,recipe,300,Lava Belt,1,Leather,Epic,Waist
814,Leatherworking,imgs/Leatherworking/id19688.png,id19688,Blood Tiger Breastplate,recipe,300,Blood Tiger Breastplate,1,Leather,Rare,Chest
815,Leatherworking,imgs/Leatherworking/id19689.png,id19689,Blood Tiger Shoulders,recipe,300,Blood Tiger Shoulders,1,Leather,Rare,Shoulder
816,Leatherworking,imgs/Leatherworking/id20476.png,id20476,Sandstalker Bracers,recipe,300,Sandstalker Bracers,1,Mail,Rare,Wrist
817,Leatherworking,imgs/Leatherworking/id20477.png,id20477,Sandstalker Gauntlets,recipe,300,Sandstalker Gauntlets,1,Mail,Rare,Hands
818,Leatherworking,imgs/Leatherworking/id20478.png,id20478,Sandstalker Breastplate,recipe,300,Sandstalker Breastplate,1,Mail,Rare,Chest
819,Leatherworking,imgs/Leatherworking/id8195.png,id8195,Nightscape Cloak,trainer,0,,1,None,Common,
820,Leatherworking,imgs/Leatherworking/id15141.png,id15141,Onyxia Scale Breastplate,trainer,0,,1,None,Common,
821,Leatherworking,imgs/Leatherworking/id20296.png,id20296,Green Dragonscale Gauntlets,trainer,0,Green Dragonscale Gauntlets,1,Mail,Rare,Hands
822,Leatherworking,imgs/Leatherworking/id20295.png,id20295,Blue Dragonscale Leggings,trainer,0,Blue Dragonscale Leggings,1,Mail,Rare,Legs
823,Leatherworking,imgs/Leatherworking/id15045.png,id15045,Green Dragonscale Breastplate,recipe,260,Green Dragonscale Breastplate,1,Mail,Rare,Chest
824,Leatherworking,imgs/Leatherworking/id15046.png,id15046,Green Dragonscale Leggings,recipe,270,Green Dragonscale Leggings,1,Mail,Rare,Legs
825,Leatherworking,imgs/Leatherworking/id15048.png,id15048,Blue Dragonscale Breastplate,recipe,285,Blue Dragonscale Breastplate,1,Mail,Rare,Chest
826,Leatherworking,imgs/Leatherworking/id15049.png,id15049,Blue Dragonscale Shoulders,recipe,295,Blue Dragonscale Shoulders,1,Mail,Rare,Shoulder
827,Leatherworking,imgs/Leatherworking/id15054.png,id15054,Volcanic Leggings,recipe,270,Volcanic Leggings,1,Leather,Uncommon,Legs
828,Leatherworking,imgs/Leatherworking/id15053.png,id15053,Volcanic Breastplate,recipe,285,Volcanic Breastplate,1,Leather,Uncommon,Chest
829,Leatherworking,imgs/Leatherworking/id15055.png,id15055,Volcanic Shoulders,recipe,300,Volcanic Shoulders,1,Leather,Uncommon,Shoulder
830,Leatherworking,imgs/Leatherworking/id19163.png,id19163,Molten Belt,recipe,0,Molten Belt,1,Leather,Epic,Waist
831,Leatherworking,imgs/Leatherworking/id8349.png,id8349,Feathered Breastplate,trainer,250,Feathered Breastplate,1,Leather,Rare,Chest
832,Leatherworking,imgs/Leatherworking/id15074.png,id15074,Chimeric Gloves,recipe,265,Chimeric Gloves,1,Leather,Uncommon,Hands
833,Leatherworking,imgs/Leatherworking/id15067.png,id15067,Ironfeather Shoulders,recipe,270,Ironfeather Shoulders,1,Leather,Rare,Shoulder
834,Leatherworking,imgs/Leatherworking/id15073.png,id15073,Chimeric Boots,recipe,275,Chimeric Boots,1,Leather,Uncommon,Feet
835,Leatherworking,imgs/Leatherworking/id15071.png,id15071,Frostsaber Boots,recipe,275,Frostsaber Boots,1,Leather,Uncommon,Feet
836,Leatherworking,imgs/Leatherworking/id15064.png,id15064,Warbear Harness,recipe,275,Warbear Harness,1,Leather,Rare,Chest
837,Leatherworking,imgs/Leatherworking/id15072.png,id15072,Chimeric Leggings,recipe,280,Chimeric Leggings,1,Leather,Uncommon,Legs
838,Leatherworking,imgs/Leatherworking/id15069.png,id15069,Frostsaber Leggings,recipe,285,Frostsaber Leggings,1,Leather,Uncommon,Legs
839,Leatherworking,imgs/Leatherworking/id15065.png,id15065,Warbear Woolies,recipe,285,Warbear Woolies,1,Leather,Rare,Legs
840,Leatherworking,imgs/Leatherworking/id15075.png,id15075,Chimeric Vest,recipe,290,Chimeric Vest,1,Leather,Uncommon,Chest
841,Leatherworking,imgs/Leatherworking/id15066.png,id15066,Ironfeather Breastplate,recipe,290,Ironfeather Breastplate,1,Leather,Rare,Chest
842,Leatherworking,imgs/Leatherworking/id15070.png,id15070,Frostsaber Gloves,recipe,295,Frostsaber Gloves,1,Leather,Uncommon,Hands
843,Leatherworking,imgs/Leatherworking/id16982.png,id16982,Corehound Boots,recipe,295,Corehound Boots,1,Leather,Epic,Feet
844,Leatherworking,imgs/Leatherworking/id15068.png,id15068,Frostsaber Tunic,recipe,300,Frostsaber Tunic,1,Leather,Uncommon,Chest
845,Tailoring,imgs/Tailoring/id2996.png,id2996,Bolt of Linen Cloth,trainer,1,Bolt of Linen Cloth,1,Trade Goods,Common,
846,Tailoring,imgs/Tailoring/id2570.png,id2570,Linen Cloak,trainer,1,Linen Cloak,1,Cloth,Common,Back
847,Tailoring,imgs/Tailoring/id2576.png,id2576,White Linen Shirt,trainer,1,White Linen Shirt,1,Miscellaneous,Common,Shirt
848,Tailoring,imgs/Tailoring/id4344.png,id4344,Brown Linen Shirt,trainer,1,Brown Linen Shirt,1,Miscellaneous,Common,Shirt
849,Tailoring,imgs/Tailoring/id10045.png,id10045,Simple Linen Pants,trainer,1,Simple Linen Pants,1,Cloth,Common,Legs
850,Tailoring,imgs/Tailoring/id2568.png,id2568,Brown Linen Vest,trainer,10,Brown Linen Vest,1,Cloth,Common,Chest
851,Tailoring,imgs/Tailoring/id7026.png,id7026,Linen Belt,trainer,15,Linen Belt,1,Cloth,Common,Waist
852,Tailoring,imgs/Tailoring/id10046.png,id10046,Simple Linen Boots,trainer,20,Simple Linen Boots,1,Cloth,Common,Feet
853,Tailoring,imgs/Tailoring/id4343.png,id4343,Brown Linen Pants,trainer,30,Brown Linen Pants,1,Cloth,Common,Legs
854,Tailoring,imgs/Tailoring/id6238.png,id6238,Brown Linen Robe,trainer,30,Brown Linen Robe,1,Cloth,Uncommon,
855,Tailoring,imgs/Tailoring/id6241.png,id6241,White Linen Robe,trainer,30,White Linen Robe,1,Cloth,Uncommon,
856,Tailoring,imgs/Tailoring/id4307.png,id4307,Heavy Linen Gloves,trainer,35,Heavy Linen Gloves,1,Cloth,Common,Hands
857,Tailoring,imgs/Tailoring/id2572.png,id2572,Red Linen Robe,recipe,40,Red Linen Robe,1,Cloth,Uncommon,
858,Tailoring,imgs/Tailoring/id2575.png,id2575,Red Linen Shirt,trainer,40,Red Linen Shirt,1,Miscellaneous,Common,Shirt
859,Tailoring,imgs/Tailoring/id2577.png,id2577,Blue Linen Shirt,trainer,40,Blue Linen Shirt,1,Miscellaneous,Common,Shirt
860,Tailoring,imgs/Tailoring/id6786.png,id6786,Simple Dress,trainer,40,Simple Dress,1,Miscellaneous,Common,
861,Tailoring,imgs/Tailoring/id4238.png,id4238,Linen Bag,trainer,45,Linen Bag,1,Container,Common,
862,Tailoring,imgs/Tailoring/id6240.png,id6240,Blue Linen Vest,recipe,55,Blue Linen Vest,1,Cloth,Uncommon,Chest
863,Tailoring,imgs/Tailoring/id6239.png,id6239,Red Linen Vest,recipe,55,Red Linen Vest,1,Cloth,Uncommon,Chest
864,Tailoring,imgs/Tailoring/id2580.png,id2580,Reinforced Linen Cape,trainer,60,Reinforced Linen Cape,1,Cloth,Common,Back
865,Tailoring,imgs/Tailoring/id4308.png,id4308,Green Linen Bracers,trainer,60,Green Linen Bracers,1,Cloth,Common,Wrist
866,Tailoring,imgs/Tailoring/id2569.png,id2569,Linen Boots,trainer,65,Linen Boots,1,Cloth,Common,Feet
867,Tailoring,imgs/Tailoring/id5762.png,id5762,Red Linen Bag,recipe,70,Red Linen Bag,1,Container,Common,
